"species","year","tr0obs","col.ind.prev.year","growth.rate.dif"
"2",1976,2,NA,NA
"2",1977,1.79,2,-0.21
"2",1978,2.15,1.79,0.36
"2",1979,1.99,2.15,-0.16
"2",1980,2.05,1.99,0.0599999999999998
"2",1981,1.78,2.05,-0.27
"2",1982,2.54,1.78,0.76
"2",1983,1.93,2.54,-0.61
"2",1984,2.46,1.93,0.53
"2",1985,2.03,2.46,-0.43
"2",1986,1.7,2.03,-0.33
"2",1987,2.24,1.7,0.54
"2",1988,1.92,2.24,-0.32
"2",1989,2.05,1.92,0.13
"2",1990,2.03,2.05,-0.02
"2",1991,2.25,2.03,0.22
"2",1992,2.33,2.25,0.0800000000000001
"2",1993,1.74,2.33,-0.59
"2",1994,1.83,1.74,0.0900000000000001
"2",1995,2.1,1.83,0.27
"2",1996,2.13,2.1,0.0299999999999998
"2",1997,2.43,2.13,0.3
"2",1998,1.82,2.43,-0.61
"2",1999,1.62,1.82,-0.2
"2",2000,1.65,1.62,0.0299999999999998
"2",2001,1.81,1.65,0.16
"2",2002,1.89,1.81,0.0799999999999998
"2",2003,2.21,1.89,0.32
"2",2004,1.98,2.21,-0.23
"2",2005,1.58,1.98,-0.4
"2",2006,1.46,1.58,-0.12
"2",2007,1.47,1.46,0.01
"2",2008,1.25,1.47,-0.22
"2",2009,1.6,1.25,0.35
"2",2010,1.62,1.6,0.02
"2",2011,1.53,1.62,-0.0900000000000001
"2",2012,1.3,1.53,-0.23
"2",2013,1.84,1.3,0.54
"2",2014,2,1.84,0.16
"4",1976,2,NA,NA
"4",1977,1.87,2,-0.13
"4",1978,2.01,1.87,0.14
"4",1979,1.99,2.01,-0.0199999999999998
"4",1980,2.05,1.99,0.0599999999999998
"4",1981,2.01,2.05,-0.04
"4",1982,1.89,2.01,-0.12
"4",1983,1.98,1.89,0.0900000000000001
"4",1984,2.09,1.98,0.11
"4",1985,2.08,2.09,-0.00999999999999979
"4",1986,1.9,2.08,-0.18
"4",1987,2.1,1.9,0.2
"4",1988,1.94,2.1,-0.16
"4",1989,2.01,1.94,0.0699999999999998
"4",1990,2.25,2.01,0.24
"4",1991,2.18,2.25,-0.0699999999999998
"4",1992,2.09,2.18,-0.0900000000000003
"4",1993,2.14,2.09,0.0500000000000003
"4",1994,2,2.14,-0.14
"4",1995,2.02,2,0.02
"4",1996,2,2.02,-0.02
"4",1997,2.1,2,0.1
"4",1998,1.96,2.1,-0.14
"4",1999,1.98,1.96,0.02
"4",2000,2.03,1.98,0.0499999999999998
"4",2001,1.91,2.03,-0.12
"4",2002,2.08,1.91,0.17
"4",2003,1.95,2.08,-0.13
"4",2004,2.03,1.95,0.0799999999999998
"4",2005,2.02,2.03,-0.00999999999999979
"4",2006,1.95,2.02,-0.0700000000000001
"4",2007,1.94,1.95,-0.01
"4",2008,1.81,1.94,-0.13
"4",2009,2.04,1.81,0.23
"4",2010,2.12,2.04,0.0800000000000001
"4",2011,2.22,2.12,0.1
"4",2012,2.07,2.22,-0.15
"4",2013,1.99,2.07,-0.0799999999999998
"4",2014,2.16,1.99,0.17
"8",1976,2,NA,NA
"8",1977,1.66,2,-0.34
"8",1978,1.75,1.66,0.0900000000000001
"8",1979,2.1,1.75,0.35
"8",1980,2.3,2.1,0.2
"8",1981,2.42,2.3,0.12
"8",1982,2.61,2.42,0.19
"8",1983,2.59,2.61,-0.02
"8",1984,2.67,2.59,0.0800000000000001
"8",1985,2.6,2.67,-0.0699999999999998
"8",1986,2.7,2.6,0.1
"8",1987,2.73,2.7,0.0299999999999998
"8",1988,2.61,2.73,-0.12
"8",1989,2.58,2.61,-0.0299999999999998
"8",1990,2.54,2.58,-0.04
"8",1991,2.72,2.54,0.18
"8",1992,2.76,2.72,0.0399999999999996
"8",1993,2.67,2.76,-0.0899999999999999
"8",1994,2.71,2.67,0.04
"8",1995,2.71,2.71,0
"8",1996,2.51,2.71,-0.2
"8",1997,2.66,2.51,0.15
"8",1998,2.64,2.66,-0.02
"8",1999,2.75,2.64,0.11
"8",2000,2.79,2.75,0.04
"8",2001,2.67,2.79,-0.12
"8",2002,2.71,2.67,0.04
"8",2003,2.81,2.71,0.1
"8",2004,2.67,2.81,-0.14
"8",2005,2.68,2.67,0.0100000000000002
"8",2006,2.69,2.68,0.00999999999999979
"8",2007,2.62,2.69,-0.0699999999999998
"8",2008,2.75,2.62,0.13
"8",2009,2.87,2.75,0.12
"8",2010,2.83,2.87,-0.04
"8",2011,2.77,2.83,-0.0600000000000001
"8",2012,2.67,2.77,-0.1
"8",2013,2.85,2.67,0.18
"8",2014,2.97,2.85,0.12
"12",1976,2,NA,NA
"12",1977,1.42,2,-0.58
"12",1978,1.48,1.42,0.0600000000000001
"12",1979,1.31,1.48,-0.17
"12",1980,1.23,1.31,-0.0800000000000001
"12",1981,0.92,1.23,-0.31
"12",1982,1.12,0.92,0.2
"12",1983,1.02,1.12,-0.1
"12",1984,1.41,1.02,0.39
"12",1985,1.26,1.41,-0.15
"12",1986,1.31,1.26,0.05
"12",1987,1.38,1.31,0.0699999999999998
"12",1988,1.14,1.38,-0.24
"12",1989,1.06,1.14,-0.0799999999999998
"12",1990,1.13,1.06,0.0699999999999998
"12",1991,1.28,1.13,0.15
"12",1992,1.28,1.28,0
"12",1993,1.15,1.28,-0.13
"12",1994,1.25,1.15,0.1
"12",1995,1.52,1.25,0.27
"12",1996,1.58,1.52,0.0600000000000001
"12",1997,1.74,1.58,0.16
"12",1998,1.48,1.74,-0.26
"12",1999,1.43,1.48,-0.05
"12",2000,1.31,1.43,-0.12
"12",2001,1.35,1.31,0.04
"12",2002,1.32,1.35,-0.03
"12",2003,1.59,1.32,0.27
"12",2004,1.64,1.59,0.0499999999999998
"12",2005,1.62,1.64,-0.0199999999999998
"12",2006,1.77,1.62,0.15
"12",2007,1.64,1.77,-0.13
"12",2008,1.49,1.64,-0.15
"12",2009,1.62,1.49,0.13
"12",2010,1.7,1.62,0.0799999999999998
"12",2011,1.79,1.7,0.0900000000000001
"12",2012,1.58,1.79,-0.21
"12",2013,1.83,1.58,0.25
"12",2014,1.63,1.83,-0.2
"13",1978,2,NA,NA
"13",1979,2.03,2,0.0299999999999998
"13",1980,1.95,2.03,-0.0799999999999998
"13",1981,1.54,1.95,-0.41
"13",1982,2,1.54,0.46
"13",1983,1.88,2,-0.12
"13",1984,2.14,1.88,0.26
"13",1985,1.87,2.14,-0.27
"13",1986,2.14,1.87,0.27
"13",1987,2.49,2.14,0.35
"13",1988,2.35,2.49,-0.14
"13",1989,2.29,2.35,-0.0600000000000001
"13",1990,2.15,2.29,-0.14
"13",1991,1.86,2.15,-0.29
"13",1992,2.66,1.86,0.8
"13",1993,2.31,2.66,-0.35
"13",1994,2.53,2.31,0.22
"13",1995,2.81,2.53,0.28
"13",1996,2.41,2.81,-0.4
"13",1997,2.41,2.41,0
"13",1998,1.94,2.41,-0.47
"13",1999,2.02,1.94,0.0800000000000001
"13",2000,1.83,2.02,-0.19
"13",2001,2.15,1.83,0.32
"13",2002,1.71,2.15,-0.44
"13",2003,1.99,1.71,0.28
"13",2004,2.25,1.99,0.26
"13",2005,1.79,2.25,-0.46
"13",2006,1.82,1.79,0.03
"13",2007,1.77,1.82,-0.05
"13",2008,1.56,1.77,-0.21
"13",2009,1.68,1.56,0.12
"13",2010,1.59,1.68,-0.0899999999999999
"13",2011,1.6,1.59,0.01
"13",2012,1.33,1.6,-0.27
"13",2013,1.69,1.33,0.36
"13",2014,2.14,1.69,0.45
"14",1976,2,NA,NA
"14",1977,2.03,2,0.0299999999999998
"14",1978,1.22,2.03,-0.81
"14",1979,1.44,1.22,0.22
"14",1980,1.3,1.44,-0.14
"14",1981,1.12,1.3,-0.18
"14",1982,1.3,1.12,0.18
"14",1983,0.94,1.3,-0.36
"14",1984,1.21,0.94,0.27
"14",1985,1.32,1.21,0.11
"14",1986,1.27,1.32,-0.05
"14",1987,1.54,1.27,0.27
"14",1988,1.07,1.54,-0.47
"14",1989,1.3,1.07,0.23
"14",1990,1.48,1.3,0.18
"14",1991,1.41,1.48,-0.0700000000000001
"14",1992,1.3,1.41,-0.11
"14",1993,1.32,1.3,0.02
"14",1994,1.16,1.32,-0.16
"14",1995,1.26,1.16,0.1
"14",1996,1.26,1.26,0
"14",1997,1.47,1.26,0.21
"14",1998,1.23,1.47,-0.24
"14",1999,0.88,1.23,-0.35
"14",2000,0.94,0.88,0.0599999999999999
"14",2001,1.01,0.94,0.0700000000000001
"14",2002,1.09,1.01,0.0800000000000001
"14",2003,1.15,1.09,0.0599999999999998
"14",2004,1.11,1.15,-0.0399999999999998
"14",2005,1.11,1.11,0
"14",2006,0.91,1.11,-0.2
"14",2007,1.07,0.91,0.16
"14",2008,0.73,1.07,-0.34
"14",2009,0.88,0.73,0.15
"14",2010,1.01,0.88,0.13
"14",2011,1.33,1.01,0.32
"14",2012,1.13,1.33,-0.2
"14",2013,1.01,1.13,-0.12
"14",2014,1.09,1.01,0.0800000000000001
"17",1976,2,NA,NA
"17",1977,1.35,2,-0.65
"17",1978,1.64,1.35,0.29
"17",1979,1.69,1.64,0.05
"17",1980,1.56,1.69,-0.13
"17",1981,1.5,1.56,-0.0600000000000001
"17",1982,1.68,1.5,0.18
"17",1983,1.56,1.68,-0.12
"17",1984,1.62,1.56,0.0600000000000001
"17",1985,1.54,1.62,-0.0800000000000001
"17",1986,1.66,1.54,0.12
"17",1987,1.78,1.66,0.12
"17",1988,1.56,1.78,-0.22
"17",1989,1.67,1.56,0.11
"17",1990,1.61,1.67,-0.0599999999999998
"17",1991,1.69,1.61,0.0799999999999998
"17",1992,1.87,1.69,0.18
"17",1993,1.63,1.87,-0.24
"17",1994,1.7,1.63,0.0700000000000001
"17",1995,1.86,1.7,0.16
"17",1996,1.95,1.86,0.0899999999999999
"17",1997,1.92,1.95,-0.03
"17",1998,1.5,1.92,-0.42
"17",1999,1.59,1.5,0.0900000000000001
"17",2000,1.54,1.59,-0.05
"17",2001,1.61,1.54,0.0700000000000001
"17",2002,1.67,1.61,0.0599999999999998
"17",2003,1.85,1.67,0.18
"17",2004,1.9,1.85,0.0499999999999998
"17",2005,1.9,1.9,0
"17",2006,2.18,1.9,0.28
"17",2007,1.81,2.18,-0.37
"17",2008,1.75,1.81,-0.0600000000000001
"17",2009,1.95,1.75,0.2
"17",2010,2.11,1.95,0.16
"17",2011,1.96,2.11,-0.15
"17",2012,1.71,1.96,-0.25
"17",2013,2.02,1.71,0.31
"17",2014,2.04,2.02,0.02
"18",1976,2,NA,NA
"18",1977,1.88,2,-0.12
"18",1978,1.72,1.88,-0.16
"18",1979,1.55,1.72,-0.17
"18",1980,1.36,1.55,-0.19
"18",1981,1.28,1.36,-0.0800000000000001
"18",1982,1.53,1.28,0.25
"18",1983,1.36,1.53,-0.17
"18",1984,1.65,1.36,0.29
"18",1985,1.65,1.65,0
"18",1986,1.47,1.65,-0.18
"18",1987,1.58,1.47,0.11
"18",1988,1.39,1.58,-0.19
"18",1989,1.63,1.39,0.24
"18",1990,1.68,1.63,0.05
"18",1991,1.4,1.68,-0.28
"18",1992,1.64,1.4,0.24
"18",1993,1.5,1.64,-0.14
"18",1994,1.54,1.5,0.04
"18",1995,1.54,1.54,0
"18",1996,1.49,1.54,-0.05
"18",1997,1.52,1.49,0.03
"18",1998,1.24,1.52,-0.28
"18",1999,1.2,1.24,-0.04
"18",2000,1.13,1.2,-0.0700000000000001
"18",2001,1.29,1.13,0.16
"18",2002,1.28,1.29,-0.01
"18",2003,1.34,1.28,0.0600000000000001
"18",2004,1.39,1.34,0.0499999999999998
"18",2005,1.4,1.39,0.01
"18",2006,1.34,1.4,-0.0599999999999998
"18",2007,1.33,1.34,-0.01
"18",2008,1.26,1.33,-0.0700000000000001
"18",2009,1.3,1.26,0.04
"18",2010,1.45,1.3,0.15
"18",2011,1.52,1.45,0.0700000000000001
"18",2012,1.33,1.52,-0.19
"18",2013,1.35,1.33,0.02
"18",2014,1.32,1.35,-0.03
"20",1976,2,NA,NA
"20",1977,1.66,2,-0.34
"20",1978,1.52,1.66,-0.14
"20",1979,1.61,1.52,0.0900000000000001
"20",1980,1.49,1.61,-0.12
"20",1981,1.36,1.49,-0.13
"20",1982,1.81,1.36,0.45
"20",1983,1.68,1.81,-0.13
"20",1984,1.77,1.68,0.0900000000000001
"20",1985,1.43,1.77,-0.34
"20",1986,1.32,1.43,-0.11
"20",1987,1.13,1.32,-0.19
"20",1988,1.25,1.13,0.12
"20",1989,1.5,1.25,0.25
"20",1990,1.58,1.5,0.0800000000000001
"20",1991,1.57,1.58,-0.01
"20",1992,1.38,1.57,-0.19
"20",1993,1.24,1.38,-0.14
"20",1994,1.56,1.24,0.32
"20",1995,1.79,1.56,0.23
"20",1996,1.98,1.79,0.19
"20",1997,1.78,1.98,-0.2
"20",1998,1.32,1.78,-0.46
"20",1999,1.51,1.32,0.19
"20",2000,1.64,1.51,0.13
"20",2001,1.4,1.64,-0.24
"20",2002,1.39,1.4,-0.01
"20",2003,1.55,1.39,0.16
"20",2004,1.57,1.55,0.02
"20",2005,1.58,1.57,0.01
"20",2006,1.69,1.58,0.11
"20",2007,1.32,1.69,-0.37
"20",2008,1.22,1.32,-0.1
"20",2009,1.51,1.22,0.29
"20",2010,1.77,1.51,0.26
"20",2011,1.63,1.77,-0.14
"20",2012,0.99,1.63,-0.64
"20",2013,1.52,0.99,0.53
"20",2014,1.65,1.52,0.13
"21",1979,2,NA,NA
"21",1980,1.78,2,-0.22
"21",1981,1.02,1.78,-0.76
"21",1982,1.85,1.02,0.83
"21",1983,1.93,1.85,0.0799999999999998
"21",1984,1.75,1.93,-0.18
"21",1985,1.33,1.75,-0.42
"21",1986,1.8,1.33,0.47
"21",1987,1.87,1.8,0.0700000000000001
"21",1988,2.04,1.87,0.17
"21",1989,2.11,2.04,0.0699999999999998
"21",1990,1.93,2.11,-0.18
"21",1991,1.77,1.93,-0.16
"21",1992,2.14,1.77,0.37
"21",1993,2.07,2.14,-0.0700000000000003
"21",1994,2.08,2.07,0.0100000000000002
"21",1995,1.94,2.08,-0.14
"21",1996,1.7,1.94,-0.24
"21",1997,1.83,1.7,0.13
"21",1998,1.77,1.83,-0.0600000000000001
"21",1999,1.69,1.77,-0.0800000000000001
"21",2000,1.85,1.69,0.16
"21",2001,1.69,1.85,-0.16
"21",2002,1.66,1.69,-0.03
"21",2003,1.75,1.66,0.0900000000000001
"21",2004,1.63,1.75,-0.12
"21",2005,1.58,1.63,-0.0499999999999998
"21",2006,1.62,1.58,0.04
"21",2007,1.24,1.62,-0.38
"21",2008,1.55,1.24,0.31
"21",2009,1.61,1.55,0.0600000000000001
"21",2010,1.58,1.61,-0.03
"21",2011,1.64,1.58,0.0599999999999998
"21",2012,1.45,1.64,-0.19
"21",2013,1.52,1.45,0.0700000000000001
"21",2014,1.55,1.52,0.03
"23",1976,2,NA,NA
"23",1977,1.98,2,-0.02
"23",1978,1.98,1.98,0
"23",1979,1.93,1.98,-0.05
"23",1980,2.15,1.93,0.22
"23",1981,1.89,2.15,-0.26
"23",1982,2.2,1.89,0.31
"23",1983,2,2.2,-0.2
"23",1984,2.2,2,0.2
"23",1985,2.23,2.2,0.0299999999999998
"23",1986,1.92,2.23,-0.31
"23",1987,1.92,1.92,0
"23",1988,2.32,1.92,0.4
"23",1989,1.71,2.32,-0.61
"23",1990,2.04,1.71,0.33
"23",1991,1.85,2.04,-0.19
"23",1992,2.01,1.85,0.16
"23",1993,2.16,2.01,0.15
"23",1994,2.08,2.16,-0.0800000000000001
"23",1995,2.08,2.08,0
"23",1996,1.92,2.08,-0.16
"23",1997,2.06,1.92,0.14
"23",1998,1.9,2.06,-0.16
"23",1999,1.94,1.9,0.04
"23",2000,2.08,1.94,0.14
"23",2001,1.91,2.08,-0.17
"23",2002,1.9,1.91,-0.01
"23",2003,1.8,1.9,-0.0999999999999999
"23",2004,1.89,1.8,0.0899999999999999
"23",2005,2,1.89,0.11
"23",2006,1.97,2,-0.03
"23",2007,1.92,1.97,-0.05
"23",2008,1.71,1.92,-0.21
"23",2009,1.87,1.71,0.16
"23",2010,1.96,1.87,0.0899999999999999
"23",2011,2.09,1.96,0.13
"23",2012,1.55,2.09,-0.54
"23",2013,1.75,1.55,0.2
"23",2014,1.93,1.75,0.18
"25",1989,2,NA,NA
"25",1990,2.38,2,0.38
"25",1991,2.2,2.38,-0.18
"25",1992,2.22,2.2,0.02
"25",1994,2.17,2.22,-0.0500000000000003
"25",1995,2.17,2.17,0
"25",1996,2.17,2.17,0
"25",1997,10.1,2.17,7.93
"25",1998,10.2,10.1,0.0999999999999996
"25",1999,10.3,10.2,0.100000000000001
"25",2000,9.85,10.3,-0.450000000000001
"25",2001,2.17,9.85,-7.68
"25",2002,2.15,2.17,-0.02
"25",2003,2.18,2.15,0.0300000000000002
"25",2004,2.01,2.18,-0.17
"25",2005,2.08,2.01,0.0700000000000003
"25",2006,1.95,2.08,-0.13
"25",2007,1.9,1.95,-0.05
"25",2008,1.8,1.9,-0.0999999999999999
"25",2009,1.86,1.8,0.0600000000000001
"25",2010,2.07,1.86,0.21
"25",2011,1.84,2.07,-0.23
"25",2012,1.79,1.84,-0.05
"25",2013,1.48,1.79,-0.31
"25",2014,1.08,1.48,-0.4
"27",1976,2,NA,NA
"27",1977,1.86,2,-0.14
"27",1978,1.64,1.86,-0.22
"27",1979,1.77,1.64,0.13
"27",1980,1.48,1.77,-0.29
"27",1981,0.96,1.48,-0.52
"27",1982,1.25,0.96,0.29
"27",1983,1.47,1.25,0.22
"27",1984,1.89,1.47,0.42
"27",1985,1.89,1.89,0
"27",1986,1.08,1.89,-0.81
"27",1987,0.9,1.08,-0.18
"27",1988,0.87,0.9,-0.03
"27",1989,2.05,0.87,1.18
"27",1990,2.56,2.05,0.51
"27",1991,2.44,2.56,-0.12
"27",1992,2.01,2.44,-0.43
"27",1993,1.06,2.01,-0.95
"27",1994,0.9,1.06,-0.16
"27",1995,1.37,0.9,0.47
"27",1996,2.19,1.37,0.82
"27",1997,2.14,2.19,-0.0499999999999998
"27",1998,2.17,2.14,0.0299999999999998
"27",1999,1.65,2.17,-0.52
"27",2000,1.47,1.65,-0.18
"27",2001,1.78,1.47,0.31
"27",2002,1.93,1.78,0.15
"27",2003,1.6,1.93,-0.33
"27",2004,1.98,1.6,0.38
"27",2005,1.85,1.98,-0.13
"27",2006,1.7,1.85,-0.15
"27",2007,1.93,1.7,0.23
"27",2008,1.76,1.93,-0.17
"27",2009,1.4,1.76,-0.36
"27",2010,1.84,1.4,0.44
"27",2011,1.79,1.84,-0.05
"27",2012,1.62,1.79,-0.17
"27",2013,1.48,1.62,-0.14
"27",2014,1.38,1.48,-0.1
"29",1976,2,NA,NA
"29",1977,1.68,2,-0.32
"29",1978,1.66,1.68,-0.02
"29",1979,1.7,1.66,0.04
"29",1980,1.69,1.7,-0.01
"29",1981,1.6,1.69,-0.0899999999999999
"29",1982,1.79,1.6,0.19
"29",1983,1.7,1.79,-0.0900000000000001
"29",1984,1.77,1.7,0.0700000000000001
"29",1985,1.62,1.77,-0.15
"29",1986,1.77,1.62,0.15
"29",1987,1.77,1.77,0
"29",1988,1.68,1.77,-0.0900000000000001
"29",1989,1.93,1.68,0.25
"29",1990,1.87,1.93,-0.0599999999999998
"29",1991,1.67,1.87,-0.2
"29",1992,1.62,1.67,-0.0499999999999998
"29",1993,1.35,1.62,-0.27
"29",1994,1.43,1.35,0.0799999999999998
"29",1995,1.56,1.43,0.13
"29",1996,1.75,1.56,0.19
"29",1997,1.81,1.75,0.0600000000000001
"29",1998,1.56,1.81,-0.25
"29",1999,1.44,1.56,-0.12
"29",2000,1.31,1.44,-0.13
"29",2001,1.33,1.31,0.02
"29",2002,1.28,1.33,-0.05
"29",2003,1.67,1.28,0.39
"29",2004,1.71,1.67,0.04
"29",2005,1.62,1.71,-0.0899999999999999
"29",2006,1.56,1.62,-0.0600000000000001
"29",2007,1.3,1.56,-0.26
"29",2008,1.29,1.3,-0.01
"29",2009,1.42,1.29,0.13
"29",2010,1.61,1.42,0.19
"29",2011,1.66,1.61,0.0499999999999998
"29",2012,1.5,1.66,-0.16
"29",2013,1.59,1.5,0.0900000000000001
"29",2014,1.47,1.59,-0.12
"30",1990,2,NA,NA
"30",1991,1.69,2,-0.31
"30",1992,2.07,1.69,0.38
"30",1993,1.87,2.07,-0.2
"30",1994,2.01,1.87,0.14
"30",1995,1.93,2.01,-0.0799999999999998
"30",1996,2.1,1.93,0.17
"30",1997,2.05,2.1,-0.0500000000000003
"30",1998,1.7,2.05,-0.35
"30",1999,1.98,1.7,0.28
"30",2000,2.23,1.98,0.25
"30",2001,2.22,2.23,-0.00999999999999979
"30",2002,1.96,2.22,-0.26
"30",2003,2.27,1.96,0.31
"30",2004,2.4,2.27,0.13
"30",2005,2.39,2.4,-0.00999999999999979
"30",2006,2.47,2.39,0.0800000000000001
"30",2007,2.37,2.47,-0.1
"30",2008,2.17,2.37,-0.2
"30",2009,2.53,2.17,0.36
"30",2010,2.59,2.53,0.0600000000000001
"30",2011,2.64,2.59,0.0500000000000003
"30",2012,2.14,2.64,-0.5
"30",2013,1.97,2.14,-0.17
"30",2014,2.21,1.97,0.24
"34",1979,2,NA,NA
"34",1980,3.04,2,1.04
"34",1981,2.84,3.04,-0.2
"34",1982,2.87,2.84,0.0300000000000002
"34",1983,4.45,2.87,1.58
"34",1984,3.16,4.45,-1.29
"34",1985,2.39,3.16,-0.77
"34",1986,2.27,2.39,-0.12
"34",1987,1.98,2.27,-0.29
"34",1988,1.6,1.98,-0.38
"34",1989,3,1.6,1.4
"34",1990,3.08,3,0.0800000000000001
"34",1991,2.15,3.08,-0.93
"34",1992,3.98,2.15,1.83
"34",1993,1.86,3.98,-2.12
"34",1994,3.66,1.86,1.8
"34",1995,1.46,3.66,-2.2
"34",1996,4.23,1.46,2.77
"34",1997,2.34,4.23,-1.89
"34",1998,3.7,2.34,1.36
"34",1999,2.65,3.7,-1.05
"34",2000,4.49,2.65,1.84
"34",2001,2.5,4.49,-1.99
"34",2002,3.81,2.5,1.31
"34",2003,3.9,3.81,0.0899999999999999
"34",2004,3.71,3.9,-0.19
"34",2005,3.68,3.71,-0.0299999999999998
"34",2006,4.26,3.68,0.58
"34",2007,3.58,4.26,-0.68
"34",2008,2.52,3.58,-1.06
"34",2009,3.55,2.52,1.03
"34",2010,2.69,3.55,-0.86
"34",2011,2.77,2.69,0.0800000000000001
"34",2012,2.56,2.77,-0.21
"34",2013,4.02,2.56,1.46
"34",2014,3.78,4.02,-0.24
"36",1978,2,NA,NA
"36",1979,2.08,2,0.0800000000000001
"36",1980,2.02,2.08,-0.0600000000000001
"36",1981,1.56,2.02,-0.46
"36",1982,1.52,1.56,-0.04
"36",1983,1.52,1.52,0
"36",1984,2.08,1.52,0.56
"36",1985,2.16,2.08,0.0800000000000001
"36",1986,2.5,2.16,0.34
"36",1987,2.47,2.5,-0.0299999999999998
"36",1988,2.29,2.47,-0.18
"36",1989,2.27,2.29,-0.02
"36",1990,2.14,2.27,-0.13
"36",1991,1.98,2.14,-0.16
"36",1992,2.19,1.98,0.21
"36",1993,2.1,2.19,-0.0899999999999999
"36",1994,2.31,2.1,0.21
"36",1995,1.87,2.31,-0.44
"36",1996,1.69,1.87,-0.18
"36",1997,1.78,1.69,0.0900000000000001
"36",1998,1.91,1.78,0.13
"36",1999,2.1,1.91,0.19
"36",2000,2.09,2.1,-0.0100000000000002
"36",2001,1.99,2.09,-0.0999999999999999
"36",2002,1.75,1.99,-0.24
"36",2003,2.02,1.75,0.27
"36",2004,2.21,2.02,0.19
"36",2005,2.19,2.21,-0.02
"36",2006,2.12,2.19,-0.0699999999999998
"36",2007,1.86,2.12,-0.26
"36",2008,1.86,1.86,0
"36",2009,2.2,1.86,0.34
"36",2010,2.14,2.2,-0.0600000000000001
"36",2011,2.26,2.14,0.12
"36",2012,1.91,2.26,-0.35
"36",2013,1.96,1.91,0.05
"36",2014,1.9,1.96,-0.0600000000000001
"42",1979,2,NA,NA
"42",1980,2.46,2,0.46
"42",1981,2.47,2.46,0.0100000000000002
"42",1982,2.69,2.47,0.22
"42",1983,2.29,2.69,-0.4
"42",1984,2.45,2.29,0.16
"42",1985,2.95,2.45,0.5
"42",1986,2.93,2.95,-0.02
"42",1987,3.09,2.93,0.16
"42",1988,3,3.09,-0.0899999999999999
"42",1989,2.82,3,-0.18
"42",1990,2.84,2.82,0.02
"42",1991,3.02,2.84,0.18
"42",1992,2.92,3.02,-0.1
"42",1993,2.91,2.92,-0.00999999999999979
"42",1994,3.13,2.91,0.22
"42",1995,2.98,3.13,-0.15
"42",1996,2.98,2.98,0
"42",1997,2.96,2.98,-0.02
"42",1998,2.87,2.96,-0.0899999999999999
"42",1999,2.92,2.87,0.0499999999999998
"42",2000,3,2.92,0.0800000000000001
"42",2001,2.99,3,-0.00999999999999979
"42",2002,2.94,2.99,-0.0500000000000003
"42",2003,3.08,2.94,0.14
"42",2004,3,3.08,-0.0800000000000001
"42",2005,2.97,3,-0.0299999999999998
"42",2006,2.91,2.97,-0.0600000000000001
"42",2007,2.68,2.91,-0.23
"42",2008,2.76,2.68,0.0799999999999996
"42",2009,2.89,2.76,0.13
"42",2010,2.99,2.89,0.1
"42",2011,2.99,2.99,0
"42",2012,3.1,2.99,0.11
"42",2013,2.99,3.1,-0.11
"42",2014,2.76,2.99,-0.23
"46",1976,2,NA,NA
"46",1977,1.59,2,-0.41
"46",1978,1.77,1.59,0.18
"46",1979,1.96,1.77,0.19
"46",1980,1.94,1.96,-0.02
"46",1981,1.77,1.94,-0.17
"46",1982,1.93,1.77,0.16
"46",1983,1.93,1.93,0
